candidate_id,name,party,age,education
1220,Tanmayi Bath,Regional Party,38,PhD
1221,Lopa Chad,AAP,73,12th Pass
1222,Banjeet Barad,AAP,70,12th Pass
1223,Anya Dubey,Independent,25,12th Pass
1224,Nandini Palan,INC,55,12th Pass
1225,Vivaan Sur,INC,28,Postgraduate
1226,Ekanta Sunder,BJP,56,PhD
1227,Siya Date,Regional Party,52,PhD
1228,Vasudha Pant,BJP,33,PhD
1229,Vedhika Chawla,INC,57,Graduate
1230,Jairaj Naidu,Independent,47,12th Pass
1231,Rudra Kata,Regional Party,29,PhD
1232,Harita Dhingra,AAP,62,Postgraduate
1233,Lakshmi Goswami,INC,61,PhD
1234,Advaith Setty,AAP,59,12th Pass
1235,David Krish,AAP,65,PhD
1236,Dhruv Menon,INC,71,PhD
1237,Zansi Koshy,Regional Party,35,Postgraduate
1238,Kamala Sawhney,Regional Party,73,Graduate
1239,Mekhala Sachdev,BJP,51,PhD
1240,Ranveer Om,AAP,39,Graduate
1241,Arya Padmanabhan,Regional Party,34,Graduate
1242,Harish Boase,INC,55,PhD
1243,Samesh Handa,AAP,29,Postgraduate
1244,Gopal Khanna,Regional Party,35,Postgraduate
1245,Udarsh Master,AAP,65,Postgraduate
1246,Baljiwan Golla,BJP,42,Graduate
1247,Ubika Basak,Regional Party,70,12th Pass
1248,Bhavani Ghose,Independent,44,12th Pass
1249,Saanvi Savant,Independent,45,PhD
1250,Nisha Solanki,Independent,72,12th Pass
1251,Wazir Kurian,INC,26,Graduate
1252,Kabir Shroff,Independent,31,PhD
1253,Nicholas Kalita,AAP,26,PhD
1254,Hredhaan Goswami,INC,35,PhD
1255,Ishita Bains,Independent,73,PhD
1256,Nisha Dewan,BJP,33,12th Pass
1257,Eesha Ram,BJP,40,Graduate
1258,Harita Narayan,Independent,40,Graduate
1259,Lekha Pai,AAP,72,Graduate
1260,Nidra Bala,AAP,63,PhD
1261,Manthan Chokshi,BJP,72,12th Pass
1262,Reva Modi,Regional Party,44,PhD
1263,Wridesh Sule,Independent,59,PhD
1264,Balveer Khosla,Independent,65,Graduate
1265,Charan Chander,Independent,36,Graduate
1266,Balhaar Chakraborty,AAP,51,12th Pass
1267,Isaac Ramakrishnan,AAP,60,12th Pass
1268,Chavvi Som,Regional Party,51,Graduate
1269,Rachana Deol,AAP,54,Graduate
1270,Radhika Mutti,AAP,51,PhD
1271,Fariq Lalla,Regional Party,71,Graduate
1272,Hemani Warrior,AAP,59,PhD
1273,Bhavani Mistry,Independent,73,PhD
1274,Manthan Chowdhury,BJP,25,Postgraduate
1275,Ridhi Parmar,AAP,48,PhD
1276,Vaishnavi Edwin,BJP,49,Postgraduate
1277,Anmol Ramanathan,Regional Party,52,PhD
1278,Hritik Panchal,AAP,55,Graduate
1279,Karan Rau,INC,62,Graduate
1280,Amara Handa,BJP,63,Postgraduate
1281,Jagdish Parsa,AAP,39,12th Pass
1282,Ganga Goel,Independent,73,Graduate
1283,Tarak Krishnamurthy,INC,39,Graduate
1284,Aashi Wable,BJP,33,Postgraduate
1285,Ganga Khurana,BJP,70,12th Pass
1286,Yatan Mitter,BJP,31,Postgraduate
1287,Jai Kalita,Independent,73,12th Pass
1288,Jasmit Saran,Independent,39,Postgraduate
1289,Chakradev Deol,INC,47,PhD
1290,Shivansh Contractor,Regional Party,31,PhD
1291,Gunbir Prashad,AAP,46,PhD
1292,Damyanti Barman,Regional Party,29,Graduate
1293,Gauri Singh,BJP,25,12th Pass
1294,Caleb Rao,Regional Party,48,12th Pass
1295,Meera Bhatnagar,BJP,25,Graduate
1296,Zayyan Som,BJP,48,Postgraduate
1297,Karan Verma,BJP,70,Graduate
1298,Chaitaly Narang,Independent,33,Postgraduate
1299,Dev Kaur,Regional Party,50,Graduate
1300,Waida Kashyap,BJP,41,12th Pass
1301,Tanish Dash,BJP,65,PhD
1302,Azad Ahuja,Independent,36,12th Pass
1303,Neelima Bail,AAP,71,PhD
1304,Anya Sanghvi,Regional Party,44,Graduate
1305,Vincent Tandon,Independent,53,PhD
1306,Qasim Hayer,Regional Party,51,Postgraduate
1307,Eesha Bala,AAP,27,Postgraduate
1308,Urvashi Balasubramanian,Regional Party,49,Graduate
1309,Ira Khurana,INC,34,12th Pass
1310,Bhavini Sastry,Independent,32,PhD
1311,Omaja Ramaswamy,AAP,74,12th Pass
1312,Neel Murthy,INC,29,PhD
1313,Nikita Sodhi,AAP,39,Graduate
1314,Krishna Anne,BJP,28,Postgraduate
1315,Dayita Sunder,AAP,52,PhD
1316,Anya Kuruvilla,Independent,34,Postgraduate
1317,Devika Sane,Independent,59,Postgraduate
1318,Varenya Ganesan,INC,58,12th Pass
1319,Yagnesh Kashyap,Independent,70,Postgraduate
1320,Ishaan Thaker,Regional Party,56,Postgraduate
1321,Ganga Subramaniam,AAP,28,PhD
1322,Osha Sant,Independent,39,12th Pass
1323,Aashi Boase,INC,56,12th Pass
1324,Daksh Padmanabhan,BJP,71,PhD
1325,Samaksh Garde,Independent,55,Graduate
1326,Yutika Kade,Regional Party,26,Postgraduate
1327,Laksh Sarkar,AAP,58,12th Pass
1328,Vansha Chakraborty,Regional Party,32,PhD
1329,Radhika Shere,AAP,32,Graduate
1330,Jagrati Sodhi,Independent,66,Graduate
1331,Manbir Kanda,Independent,64,12th Pass
1332,Charles Barman,INC,68,PhD
1333,Isaac Korpal,BJP,54,Graduate
1334,Chaman Tella,AAP,56,12th Pass
1335,Abdul Kata,Regional Party,59,Postgraduate
1336,Oviya Shukla,Independent,48,PhD
1337,Vidhi Din,INC,58,12th Pass
1338,Aarush Virk,INC,25,Postgraduate
1339,Garima Tella,Independent,38,PhD
1340,Faris Raval,BJP,30,12th Pass
1341,Jatin Sengupta,AAP,39,Postgraduate
1342,Omya Hayre,Independent,59,Postgraduate
1343,Amol Sarma,BJP,41,Postgraduate
1344,Neelima Hora,Regional Party,62,Postgraduate
1345,Urishilla Choudhary,BJP,30,Graduate
1346,Dakshesh Merchant,INC,52,Postgraduate
1347,Ethan Shenoy,INC,28,12th Pass
1348,Fiyaz Maharaj,Independent,25,Postgraduate
1349,Simon Bhargava,Regional Party,59,PhD
1350,Kamya Swaminathan,AAP,61,12th Pass
1351,Chavvi Badal,BJP,49,Postgraduate
1352,Gauri Srivastava,INC,67,PhD
1353,Kashvi Yohannan,Independent,57,Postgraduate
1354,Chavvi Cheema,Regional Party,35,12th Pass
1355,Lipika Grover,INC,60,12th Pass
1356,Kavya Mody,INC,69,12th Pass
1357,Pavani Trivedi,BJP,30,Postgraduate
1358,Hitesh Nath,BJP,51,Graduate
1359,Jeevika Ratti,AAP,40,12th Pass
1360,Neelima Manne,INC,59,Postgraduate
1361,Zinal Sane,BJP,45,Postgraduate
1362,Jackson Narang,BJP,54,PhD
1363,Balveer Tank,AAP,40,Postgraduate
1364,Kabir Walla,BJP,31,12th Pass
1365,Faras Sampath,AAP,70,Postgraduate
1366,Sara Keer,Regional Party,47,Graduate
1367,Mohammed Patla,INC,61,PhD
1368,Odika Pathak,INC,30,PhD
1369,Yochana Nagy,BJP,74,Graduate
1370,Rishi Sen,Independent,38,Postgraduate
1371,Jason Bhalla,AAP,26,Postgraduate
1372,Shivani Sabharwal,AAP,71,PhD
1373,Dhriti Dada,AAP,58,Postgraduate
1374,Champak Bhatti,Independent,30,Postgraduate
1375,Lakshit Sethi,Regional Party,72,Postgraduate
1376,Udarsh Varkey,Regional Party,27,Postgraduate
1377,Hemang Mangal,INC,65,PhD
1378,Waida Jani,Independent,46,Graduate
1379,Geetika Venkatesh,Regional Party,34,Graduate
1380,Hemani Acharya,Independent,50,Graduate
1381,Ayushman Shenoy,AAP,39,Graduate
1382,Zaitra Raj,BJP,73,Graduate
1383,Ikshita Jayaraman,BJP,64,Postgraduate
1384,Amrita Raja,BJP,29,12th Pass
1385,Anusha Swaminathan,Regional Party,50,PhD
1386,Janya Amble,INC,65,Postgraduate
1387,Panini Sundaram,INC,54,Graduate
1388,Mahika Mallick,AAP,57,Graduate
1389,Rachita Lanka,BJP,41,Postgraduate
1390,Isaac Badami,BJP,50,Postgraduate
1391,Vivaan Chopra,Independent,26,Graduate
1392,Oni Pandey,INC,45,Graduate
1393,Gaurika Madan,BJP,66,12th Pass
1394,Gopal Narain,Regional Party,57,12th Pass
1395,Gautami Bala,INC,27,PhD
1396,Aadhya Zacharia,AAP,56,Postgraduate
1397,Victor Chawla,INC,48,PhD
1398,Mohammed Jha,Independent,71,Graduate
1399,Jagat Mannan,AAP,63,12th Pass
1400,Darika Saran,Regional Party,58,Postgraduate
1401,Chasmum Maharaj,Regional Party,33,Graduate
1402,Qasim Dutta,AAP,32,Postgraduate
1403,Fitan Grewal,INC,44,12th Pass
1404,Upadhriti Sibal,INC,74,Graduate
1405,Zaid Narula,AAP,61,PhD
1406,Nimrat Taneja,AAP,73,PhD
1407,Bhavna Krishnamurthy,Independent,52,Postgraduate
1408,Hemangini Ben,BJP,26,12th Pass
1409,Pahal Ahluwalia,INC,39,Graduate
1410,Yashica Prabhakar,Regional Party,59,12th Pass
1411,Azaan Sane,Independent,34,PhD
1412,Warda Ben,AAP,62,Graduate
1413,Yochana Sama,Regional Party,26,PhD
1414,Harish Sehgal,INC,58,Graduate
1415,Aarna Rout,Regional Party,51,Postgraduate
1416,Oeshi Gour,Independent,25,12th Pass
1417,Vivaan Master,AAP,37,PhD
1418,Jyoti Nigam,Independent,62,PhD
1419,Qasim Saran,Regional Party,51,PhD
1420,Radha Sood,BJP,35,12th Pass
1421,Charan Ravi,BJP,70,Postgraduate
1422,Wyatt Raval,BJP,72,12th Pass
1423,Saumya Kata,Regional Party,48,PhD
1424,Saumya Savant,AAP,32,Graduate
1425,Chatresh Chakrabarti,BJP,29,PhD
1426,Chanchal Minhas,BJP,67,PhD
1427,Zaitra Gour,BJP,73,Postgraduate
1428,Samaksh Ratta,AAP,54,Graduate
1429,Kabir Menon,AAP,40,Graduate
1430,Advik Khalsa,INC,28,PhD
1431,Vrishti Nagi,AAP,43,Postgraduate
1432,Victor Rai,Regional Party,72,12th Pass
1433,Watika Bedi,AAP,27,12th Pass
1434,Aradhana Gole,BJP,26,Graduate
1435,Yashasvi Ratta,INC,41,PhD
1436,Siddharth Bains,BJP,45,Graduate
1437,Dev Zacharia,AAP,40,PhD
1438,Ishita Kalita,Regional Party,38,12th Pass
1439,Bhavika Thakkar,Regional Party,71,Postgraduate
1440,Jairaj Bumb,AAP,67,Postgraduate
1441,Yug Ray,Regional Party,59,PhD
1442,Jackson Lala,Independent,42,Graduate
1443,Vedant Chandran,INC,59,12th Pass
1444,Omaja Barman,AAP,70,PhD
1445,Lohit Karpe,Regional Party,42,Postgraduate
1446,Chakradev Lal,INC,27,Postgraduate
1447,Harinakshi Saini,BJP,28,Graduate
1448,Girindra Kara,BJP,55,Graduate
1449,Omya Verma,Independent,60,PhD
1450,Tanmayi Sengupta,AAP,59,Graduate
1451,Tamanna Rai,Independent,52,12th Pass
1452,Peter Dutta,BJP,60,Postgraduate
1453,Rudra Wable,INC,56,Postgraduate
1454,Ojasvi Gill,INC,46,Graduate
1455,Gaurang Sundaram,Independent,66,Postgraduate
1456,Isha Mittal,INC,52,Postgraduate
1457,Jason Radhakrishnan,Independent,25,PhD
1458,Tamanna Prabhakar,Regional Party,53,PhD
1459,Wahab Choudhary,AAP,41,12th Pass
1460,Gauri Bahl,INC,55,Graduate
1461,Omaja Kata,BJP,33,PhD
1462,Anya Shanker,AAP,50,PhD
1463,Baghyawati Sanghvi,BJP,39,Graduate
1464,Meera Naidu,Regional Party,52,Postgraduate
1465,Megha Bahri,AAP,74,PhD
1466,Jeet Doctor,AAP,66,Graduate
1467,Faraj Suri,INC,39,12th Pass
1468,Charles Khatri,INC,65,12th Pass
1469,Shaurya Om,AAP,71,PhD
1470,Ucchal Batta,Independent,35,Graduate
1471,Janani Kakar,Independent,50,12th Pass
1472,Aarnav Yadav,Independent,33,PhD
1473,Bhavna Choudhury,BJP,65,PhD
1474,Samaksh Kannan,AAP,69,PhD
1475,Krishna Narang,BJP,59,Graduate
1476,Joshua Soni,BJP,68,PhD
1477,Jagdish Balakrishnan,BJP,41,12th Pass
1478,Zilmil Mangal,Regional Party,32,Graduate
1479,Azaan Batta,BJP,41,Graduate
1480,Raksha Bajwa,Independent,38,PhD
1481,Nakul Yogi,BJP,70,Graduate
1482,Neha Banik,BJP,70,PhD
1483,Aadi Saha,INC,32,12th Pass
1484,Indali Balan,AAP,40,Postgraduate
1485,Ishanvi Ravel,AAP,58,Graduate
1486,Harita Dave,AAP,36,Postgraduate
1487,Simon Pau,Independent,33,Postgraduate
1488,Ria Luthra,Independent,73,PhD
1489,Naveen Sampath,BJP,34,Graduate
1490,Anthony Kunda,INC,50,Graduate
1491,Jatin Malhotra,BJP,50,12th Pass
1492,Gautami Sekhon,Independent,63,12th Pass
1493,Shaurya Narasimhan,Independent,72,Graduate
1494,Bhanumati Trivedi,Independent,32,12th Pass
1495,Udyati Chakraborty,Independent,42,PhD
1496,Nikita Sengupta,AAP,36,12th Pass
1497,Eiravati Raju,BJP,36,Postgraduate
1498,Ryan Apte,Regional Party,53,12th Pass
1499,Zayyan Bhasin,INC,41,PhD
1500,Vinaya Morar,BJP,61,12th Pass
1501,Yash Ben,INC,32,12th Pass
1502,Upadhriti Mannan,Independent,27,Postgraduate
1503,Tristan Khatri,AAP,60,Postgraduate
1504,Suhani Reddy,INC,66,12th Pass
1505,Bimala Baria,Independent,61,Graduate
1506,Ranbir Thaker,INC,45,PhD
1507,Ekaja Dugar,AAP,46,12th Pass
1508,Orinder Rattan,BJP,67,Graduate
1509,Balendra Mitra,Regional Party,68,PhD
1510,Udant Kapur,BJP,38,Postgraduate
1511,Ronith Bir,Independent,54,Graduate
1512,Farhan Talwar,INC,25,Graduate
1513,Atharv Hari,Regional Party,36,12th Pass
1514,Aashi Ratti,INC,59,12th Pass
1515,Varenya Kurian,INC,57,PhD
1516,Gopal Thaker,INC,30,Postgraduate
1517,Ganga Pal,BJP,51,PhD
1518,Xavier Pandya,INC,34,Postgraduate
1519,Hemangini Raja,Independent,27,PhD
1520,Yashoda Balasubramanian,Independent,59,Graduate
1521,Chanakya Mital,BJP,51,Graduate
1522,Ojas Guha,BJP,64,PhD
1523,Mekhala Kuruvilla,Independent,68,Graduate
1524,Sudiksha Bava,BJP,50,12th Pass
1525,Forum Sekhon,INC,42,12th Pass
1526,Anusha Grover,Regional Party,34,Postgraduate
1527,Abdul Chowdhury,BJP,64,12th Pass
1528,Samar Chakraborty,Regional Party,72,PhD
1529,Dipta Sen,Regional Party,54,Postgraduate
1530,Oviya Oommen,INC,45,Graduate
1531,Peter Sandal,AAP,62,Graduate
1532,Mekhala Narain,AAP,56,Graduate
1533,Hema Loyal,Regional Party,54,PhD
1534,Elijah Sharma,Independent,58,Postgraduate
1535,Aditya Prasad,BJP,56,Graduate
1536,Pooja Amble,Independent,66,12th Pass
1537,Wazir Sarraf,AAP,50,PhD
1538,Vasudha Borde,Independent,26,PhD
1539,Nidhi Ramesh,INC,34,Postgraduate
1540,Vihaan Mukhopadhyay,INC,48,Graduate
1541,Ekapad Mani,Independent,68,12th Pass
1542,Bimala Sami,BJP,36,Postgraduate
1543,Chakrika Gour,INC,72,Postgraduate
1544,Anirudh Sarraf,Independent,30,12th Pass
1545,Omaja Mahajan,AAP,27,PhD
1546,Veda Prashad,Independent,31,Postgraduate
1547,Damyanti Warrior,BJP,51,Postgraduate
1548,Ojasvi Agarwal,AAP,31,PhD
1549,Kritika Rajagopal,AAP,28,12th Pass
1550,Faris Shroff,INC,51,PhD
1551,Upma Nazareth,Independent,71,Postgraduate
1552,Anusha Ganesan,Independent,26,12th Pass
1553,Sanya Bala,Independent,46,PhD
1554,Aarush Barad,INC,40,Postgraduate
1555,Elijah Bhat,BJP,48,Graduate
1556,Janya Kala,AAP,41,PhD
1557,Barkha Natarajan,AAP,35,PhD
1558,Hiral Bansal,INC,42,PhD
1559,Madhavi Borra,Independent,29,Postgraduate
1560,Yachana Vora,Regional Party,59,Postgraduate
1561,Yachana Khalsa,INC,65,Postgraduate
1562,Abhimanyu Gole,BJP,68,12th Pass
1563,Daniel Morar,Regional Party,38,Postgraduate
1564,Watika Bassi,Independent,40,Postgraduate
1565,Rajeshri Nair,BJP,48,Postgraduate
1566,Eiravati Loyal,BJP,39,PhD
1567,Anmol Bhattacharyya,Independent,69,Postgraduate
1568,Hredhaan Rajagopalan,Regional Party,38,12th Pass
1569,Amaira Sha,Independent,44,12th Pass
1570,Nachiket Bail,INC,52,PhD
1571,Luke Bali,INC,39,Graduate
1572,Forum Sankar,AAP,70,Postgraduate
1573,Pavani Salvi,AAP,36,12th Pass
1574,Samaksh Yogi,AAP,32,PhD
1575,Aditya Bera,Independent,66,Graduate
1576,Upasna Uppal,INC,59,Postgraduate
1577,Parth Biswas,INC,44,12th Pass
1578,Frado Dhar,INC,53,PhD
1579,Gautami Kota,BJP,59,Graduate
1580,Nihal Mann,Independent,36,Postgraduate
1581,Mugdha Krishnamurthy,INC,41,Graduate
1582,Ekani Merchant,AAP,49,12th Pass
1583,Diya Sha,BJP,37,Postgraduate
1584,Ekbal Divan,INC,44,12th Pass
1585,Theodore Gaba,AAP,71,12th Pass
1586,Waida Sant,AAP,25,PhD
1587,Orinder Pandit,Independent,66,Postgraduate
1588,Quincy Karpe,INC,63,Graduate
1589,Neha Edwin,Regional Party,44,Graduate
1590,Theodore Chandra,Independent,53,PhD
1591,Lopa Boase,Independent,36,PhD
1592,Pavani Prashad,BJP,74,Graduate
1593,Damyanti Wagle,Regional Party,56,PhD
1594,Hemani Handa,Regional Party,41,PhD
1595,Samaksh Korpal,INC,40,12th Pass
1596,Jack Parikh,AAP,62,Graduate
1597,Samaksh Saini,INC,39,Postgraduate
1598,Qasim Gola,AAP,47,PhD
1599,Riya Mody,Independent,48,PhD
1600,Radhika Arora,AAP,32,Graduate
1601,Shivansh Gopal,AAP,26,PhD
1602,Jagvi Narasimhan,BJP,74,Postgraduate
1603,Dhriti Aggarwal,Regional Party,33,PhD
1604,Faris Chowdhury,AAP,46,Graduate
1605,Parth Bains,Independent,73,PhD
1606,Oni Ben,AAP,50,Postgraduate
1607,Hredhaan Bose,BJP,65,PhD
1608,Yatin Gupta,BJP,61,Graduate
1609,Janani Panchal,Independent,44,PhD
1610,Veer Sundaram,Independent,50,Graduate
1611,Nathan Hans,INC,36,12th Pass
1612,Ati Konda,Regional Party,52,PhD
1613,Anmol Sastry,AAP,72,Graduate
1614,Yashawini Nadig,AAP,64,PhD
1615,Harini Kaul,INC,54,12th Pass
1616,Yatan Mutti,Regional Party,72,PhD
1617,Aashi Chanda,BJP,47,PhD
1618,Yasti Vig,AAP,59,12th Pass
1619,Ronith Pathak,AAP,38,12th Pass
1620,Zansi Majumdar,Regional Party,50,PhD
1621,Gopal Ganesh,Independent,35,PhD
1622,Vyanjana Madan,Regional Party,67,12th Pass
1623,Joshua Kothari,Independent,72,PhD
1624,Omaja Balakrishnan,Regional Party,42,12th Pass
1625,Bhavya Uppal,AAP,45,PhD
1626,Luke Prakash,BJP,70,PhD
1627,Jasmit Ray,AAP,43,Graduate
1628,Chatresh Gola,BJP,30,Graduate
1629,Garima Kala,AAP,39,PhD
1630,Leena Kothari,AAP,59,Graduate
1631,Krish Bose,Regional Party,49,PhD
1632,Charles Dalal,Regional Party,51,Graduate
1633,Naveen Mistry,Independent,33,Graduate
1634,Lekha Wason,AAP,46,Postgraduate
1635,Neel Mahajan,AAP,29,Graduate
1636,Vivaan Iyengar,BJP,55,Postgraduate
1637,Lopa Bahl,Regional Party,40,PhD
1638,Gayathri Mitra,Regional Party,60,Graduate
1639,Chatura Baral,Regional Party,30,Graduate
1640,Meghana Sani,Independent,33,PhD
1641,Ishaan Andra,Regional Party,62,Postgraduate
1642,Pranit Upadhyay,INC,64,Postgraduate
1643,Bhavna Bawa,INC,66,PhD
1644,Ethan Dube,Regional Party,41,12th Pass
1645,Bhavini Garde,Regional Party,45,Graduate
1646,Yashica Sagar,Regional Party,70,Postgraduate
1647,Bakhshi Agate,INC,32,Postgraduate
1648,Vedant Puri,Independent,47,Graduate
1649,Liam Handa,Regional Party,35,Postgraduate
1650,Manbir Sant,AAP,28,12th Pass
1651,Gaurika Ranganathan,BJP,64,Postgraduate
1652,Arin Roy,Regional Party,29,Graduate
1653,Yashoda Sagar,INC,42,Postgraduate
1654,Harish Saxena,BJP,44,Graduate
1655,Anita Panchal,Independent,40,Graduate
1656,Ishanvi Mody,Regional Party,56,12th Pass
1657,Ekbal Bera,INC,60,Postgraduate
1658,Kevin Lad,Independent,39,Postgraduate
1659,Baljiwan Divan,AAP,53,Graduate
1660,Omaja Iyengar,BJP,30,PhD
1661,Victor Kurian,BJP,64,PhD
1662,Manthan Nagi,Independent,50,Graduate
1663,Devika Sahni,BJP,38,Graduate
1664,Bimala Nagarajan,Regional Party,30,PhD
1665,Xiti Pall,Independent,27,Graduate
1666,Sai Chatterjee,BJP,35,Postgraduate
1667,Dhruv Lad,BJP,59,Graduate
1668,Indrajit Dey,AAP,39,Graduate
1669,Thomas Dalal,BJP,37,Postgraduate
1670,Prisha Mand,INC,25,12th Pass
1671,Chaitaly Varma,Independent,42,Graduate
1672,Bahadurjit Bora,BJP,26,Postgraduate
1673,Udyati Bora,AAP,74,Postgraduate
1674,Yashawini Sarin,AAP,69,PhD
1675,Gautami Bains,AAP,42,12th Pass
1676,Bhavika Yogi,AAP,26,Graduate
1677,Chakrika Vala,INC,61,Postgraduate
1678,Madhav Nagar,AAP,74,Postgraduate
1679,Adya Bhalla,BJP,72,Graduate
1680,Niharika Thakur,AAP,55,Graduate
1681,Varsha Upadhyay,Regional Party,70,Graduate
1682,Wakeeta Khosla,Regional Party,65,PhD
1683,Jeevika Bhavsar,INC,38,Graduate
1684,Chakradev Sarkar,Regional Party,35,12th Pass
1685,Alexander Kumar,INC,35,Graduate
1686,Logan Minhas,Independent,37,12th Pass
1687,Baghyawati Seshadri,INC,68,Postgraduate
1688,Nitara Thaman,INC,36,PhD
1689,Zaitra Mani,Independent,39,12th Pass
1690,Thomas Kapadia,Regional Party,68,Graduate
1691,Ryan Mander,BJP,38,Postgraduate
1692,Yashoda Rai,BJP,43,Postgraduate
1693,Logan Dyal,INC,27,12th Pass
1694,Onveer Shetty,BJP,28,Graduate
1695,Qarin Patla,AAP,63,12th Pass
1696,Vansha Thaker,Regional Party,31,12th Pass
1697,Anmol Oza,AAP,43,Postgraduate
1698,Agastya Pathak,INC,54,Graduate
1699,Anvi Deshpande,BJP,67,PhD
1700,Warhi Ganesan,AAP,38,Graduate
1701,Qadim Kanda,AAP,74,Postgraduate
1702,Maanas Shankar,Regional Party,33,Postgraduate
1703,Garima Mani,Regional Party,35,PhD
1704,Warhi Babu,AAP,71,12th Pass
1705,Aadi Upadhyay,BJP,29,Graduate
1706,Ati Malhotra,INC,52,Graduate
1707,Shivansh Kota,Independent,37,12th Pass
1708,Ishita Dalal,Regional Party,32,PhD
1709,Rishi Kala,AAP,44,PhD
1710,Bahadurjit Shah,INC,69,PhD
1711,Harish Dugar,BJP,29,Graduate
1712,Maanav Ganesan,AAP,42,PhD
1713,Abhiram Naik,BJP,56,Graduate
1714,Shivani Chaudhry,INC,60,12th Pass
1715,Quincy Bhagat,Independent,49,PhD
1716,Radhika Choudhury,Regional Party,44,PhD
1717,Bachittar Ahluwalia,BJP,37,Graduate
1718,Prisha Mitra,Independent,69,Graduate
1719,Om Datta,Independent,49,12th Pass
1720,Shravya Desai,AAP,54,12th Pass
1721,Gaurang Iyengar,BJP,38,Postgraduate
1722,Hritik Wali,INC,27,PhD
1723,Warda Naidu,INC,37,Postgraduate
1724,Chakradhar Sarma,Regional Party,44,PhD
1725,Charvi Hayre,Independent,69,Graduate
1726,Caleb Dani,AAP,67,Graduate
1727,Hemal Sehgal,INC,61,Postgraduate
1728,Nidhi Hans,BJP,56,Postgraduate
1729,Ubika Hayre,Independent,57,12th Pass
1730,Zayyan Bhatt,Independent,53,Postgraduate
1731,Siya Kara,Independent,52,PhD
1732,Mohammed Bains,INC,31,PhD
1733,Yashodhara Krish,Regional Party,40,Graduate
1734,Timothy Hegde,INC,40,12th Pass
1735,Mohini Khosla,Independent,37,Graduate
1736,Baljiwan Mann,Independent,55,PhD
1737,Eta Gala,AAP,51,Postgraduate
1738,Zayan Kannan,INC,57,PhD
1739,Gabriel Halder,AAP,47,Postgraduate
1740,Chaitaly Mane,AAP,49,Postgraduate
1741,Charles Garde,INC,45,Postgraduate
1742,Krishna Sahota,INC,40,Graduate
1743,Vedhika Varghese,BJP,27,Postgraduate
1744,Quincy Chandra,Independent,48,Postgraduate
1745,Bishakha Contractor,AAP,60,Graduate
1746,Madhav Kibe,INC,41,PhD
1747,Sathvik Balakrishnan,Independent,47,PhD
1748,Dev Nayak,Regional Party,54,Graduate
1749,Kalpit Vaidya,AAP,34,Postgraduate
1750,Peter Nath,BJP,35,PhD
1751,Jackson Boase,BJP,52,Graduate
1752,Chaitaly Kuruvilla,AAP,65,Postgraduate
1753,Reyansh Wason,INC,41,PhD
1754,Eshana Mangat,BJP,50,Graduate
1755,Advik Sridhar,Independent,40,12th Pass
1756,Jack Nagi,Regional Party,56,Graduate
1757,Ranbir Khanna,Independent,38,12th Pass
1758,Eshana Misra,INC,49,Graduate
1759,Triya Dar,Regional Party,39,Graduate
1760,Hemangini Sarin,Independent,67,12th Pass
1761,Netra Saxena,BJP,58,12th Pass
1762,Yashodhara Sura,BJP,54,Postgraduate
1763,Harini Atwal,Regional Party,59,PhD
1764,Bimala Dash,BJP,44,Graduate
1765,Warhi Dubey,Independent,41,Postgraduate
1766,Nidra Saxena,AAP,51,Graduate
1767,Ishita Malhotra,INC,70,Graduate
1768,Gautami Aggarwal,Independent,54,Graduate
1769,Peter Rau,Regional Party,40,PhD
1770,Tara Mangat,Independent,70,12th Pass
1771,Warda Batta,AAP,33,12th Pass
1772,Ekalinga Gala,Regional Party,63,Postgraduate
1773,Yadavi Jhaveri,BJP,49,PhD
1774,Harish Bhandari,INC,71,Postgraduate
1775,Darpan Vaidya,Independent,70,12th Pass
1776,Nimrat Soman,AAP,70,12th Pass
1777,Hardik Basu,AAP,67,12th Pass
1778,Suhani Grover,Regional Party,33,Graduate
1779,Sai Chander,Regional Party,58,Graduate
1780,Vansha Boase,INC,46,PhD
1781,Harshil Anne,Independent,26,PhD
1782,Shivani Baria,Regional Party,44,PhD
1783,Kavya Srinivasan,Regional Party,62,Graduate
1784,Ethan Vyas,INC,62,PhD
1785,Girik Bahl,INC,48,Postgraduate
1786,Turvi Shetty,AAP,40,12th Pass
1787,Aahana Parikh,Independent,48,12th Pass
1788,Nathan Dutt,BJP,54,12th Pass
1789,Harini Bandi,Regional Party,67,Postgraduate
1790,Yauvani Sibal,Independent,25,Postgraduate
1791,Yashawini Lad,Regional Party,59,Postgraduate
1792,Oviya Pandey,BJP,39,Postgraduate
1793,Saksham Tiwari,AAP,25,Graduate
1794,Zansi Badal,Regional Party,64,Graduate
1795,Waida Borra,Regional Party,42,12th Pass
1796,Neel Mammen,Regional Party,27,12th Pass
1797,Lipika Narayanan,AAP,58,12th Pass
1798,Chandresh Sekhon,Regional Party,56,12th Pass
1799,Rehaan Kant,BJP,43,Graduate
1800,Anmol Zacharia,INC,74,Graduate
1801,Aadi Dhar,BJP,34,Postgraduate
1802,Bhavini Chaudhry,Independent,42,Postgraduate
1803,Siddharth Lanka,Independent,52,PhD
1804,Jeremiah Tiwari,BJP,34,Postgraduate
1805,Janya Nagi,Regional Party,49,PhD
1806,Siya Majumdar,BJP,49,Graduate
1807,Pranav Mannan,BJP,32,PhD
1808,Vyanjana Narang,INC,60,PhD
