campaign_id,party,state,spend,date
2617,INC,Maharashtra,1402393.18,2025-06-03
2618,AAP,UP,6448787.12,2025-09-22
2619,INC,UP,8725617.35,2025-06-28
2620,BJP,Maharashtra,1985236.25,2025-10-01
2621,AAP,UP,9148562.48,2025-10-31
2622,BJP,Tamil Nadu,2067870.53,2025-05-19
2623,Regional Party,Bihar,9074127.0,2025-11-18
2624,Regional Party,UP,60917.16,2025-08-26
2625,INC,Maharashtra,5889534.48,2025-08-29
2626,AAP,Bihar,7420409.42,2025-11-16
2627,AAP,Tamil Nadu,6974735.12,2025-12-06
2628,BJP,Tamil Nadu,6284878.16,2025-10-08
2629,AAP,Tamil Nadu,5851163.49,2026-02-14
2630,INC,Tamil Nadu,2698748.19,2025-11-28
2631,AAP,Bihar,-1000.0,2026-01-23
2632,AAP,UP,1063547.61,2025-08-29
2633,AAP,Maharashtra,4349475.83,2025-05-26
2634,AAP,Tamil Nadu,1698607.18,2026-01-12
2635,BJP,Tamil Nadu,3644708.99,2026-01-12
2636,BJP,UP,5177725.69,2025-12-26
2637,INC,Maharashtra,9847907.85,2026-01-15
2638,BJP,UP,4215146.68,2025-09-29
2639,Regional Party,Tamil Nadu,2802839.55,2025-10-09
2640,BJP,Tamil Nadu,2043370.7,2025-06-17
2641,Regional Party,UP,6475987.66,2025-08-21
2642,BJP,Maharashtra,3617320.97,2026-03-20
2643,INC,UP,4722870.17,2025-04-09
2644,AAP,Tamil Nadu,-1000.0,2025-08-17
2645,Regional Party,Bihar,1794780.17,2026-02-24
2646,Regional Party,UP,4389698.75,2026-02-05
2647,BJP,UP,1234412.79,2025-12-06
2648,AAP,Bihar,1214883.79,2025-08-12
2649,INC,Tamil Nadu,548278.78,2025-08-15
2650,INC,Tamil Nadu,8416264.33,2025-04-08
2651,INC,Bihar,5993994.63,2025-06-21
2652,BJP,UP,3413211.89,2025-07-14
2653,AAP,Tamil Nadu,8037974.24,2025-05-25
2654,BJP,UP,3679481.79,2025-03-31
2655,INC,Bihar,5307964.64,2025-08-26
2656,Regional Party,Bihar,7474486.06,2025-04-17
2657,AAP,Maharashtra,8442707.86,2025-12-19
2658,Regional Party,Tamil Nadu,3280444.23,2025-11-14
2659,INC,Bihar,5420045.12,2025-04-28
2660,Regional Party,Bihar,4387990.21,2025-04-07
2661,BJP,Tamil Nadu,3434163.16,2025-10-06
2662,INC,UP,2747348.31,2026-01-01
2663,Regional Party,Tamil Nadu,2225969.6,2025-07-12
2664,BJP,Maharashtra,8490031.88,2026-01-07
2665,INC,Tamil Nadu,9989723.16,2026-03-12
2666,BJP,Maharashtra,1221683.81,2026-03-27
2667,AAP,Bihar,7768330.4,2025-09-26
2668,AAP,Tamil Nadu,4699621.72,2025-12-12
2669,INC,Tamil Nadu,7686371.22,2025-11-05
2670,BJP,Maharashtra,236654.18,2025-12-17
2671,Regional Party,UP,8758904.09,2025-08-07
2672,AAP,Maharashtra,959123.86,2025-04-07
2673,INC,Bihar,3984030.28,2025-07-23
2674,AAP,UP,8391803.18,2025-11-30
2675,BJP,Tamil Nadu,6665522.47,2025-06-13
2676,Regional Party,Maharashtra,2685759.6,2026-03-11
2677,BJP,Tamil Nadu,7021767.84,2025-04-01
2678,AAP,Maharashtra,3178415.98,2025-05-29
2679,Regional Party,Tamil Nadu,2287540.51,2025-11-26
2680,AAP,Tamil Nadu,1514018.67,2025-05-22
2681,INC,UP,1756393.44,2025-05-29
2682,Regional Party,Maharashtra,4245469.99,2025-11-24
2683,AAP,Bihar,6544885.3,2025-07-04
2684,INC,Tamil Nadu,3603845.1,2025-04-14
2685,INC,UP,6880942.34,2026-03-13
2686,BJP,UP,5896960.77,2026-03-30
2687,Regional Party,Tamil Nadu,6496577.05,2026-01-15
2688,INC,Bihar,9946674.73,2026-03-29
2689,Regional Party,UP,6825345.85,2026-03-02
2690,INC,UP,7194272.19,2025-08-02
2691,INC,UP,1583701.08,2025-10-05
2692,Regional Party,Bihar,2736155.57,2025-11-26
2693,INC,Tamil Nadu,8401879.25,2025-12-09
2694,AAP,UP,5627794.93,2025-08-23
2695,AAP,Maharashtra,4328386.29,2025-11-20
2696,AAP,Bihar,8662822.99,2025-07-15
2697,AAP,Bihar,4660287.69,2026-03-26
2698,AAP,Bihar,4932431.9,2025-11-06
2699,AAP,Tamil Nadu,5256497.96,2025-06-02
2700,BJP,UP,8569929.13,2025-08-16
2701,BJP,Maharashtra,5127093.03,2025-12-19
2702,BJP,Tamil Nadu,310521.54,2025-12-14
2703,AAP,Bihar,1343553.91,2025-11-16
2704,AAP,UP,6460599.48,2025-05-27
2705,Regional Party,UP,4198365.47,2025-11-26
2706,Regional Party,Bihar,7503716.07,2025-05-15
2707,INC,Maharashtra,6692729.34,2025-07-28
2708,AAP,UP,-1000.0,2025-07-05
2709,AAP,Bihar,7811403.61,2025-05-18
2710,INC,Maharashtra,2670318.67,2025-06-29
2711,INC,Tamil Nadu,1363303.55,2025-12-23
2712,Regional Party,Maharashtra,896155.6,2025-09-06
2713,INC,Bihar,4303072.88,2025-07-17
2714,AAP,Bihar,8635506.19,2025-11-07
2715,INC,Tamil Nadu,3186776.4,2025-10-28
2716,INC,Bihar,3276016.22,2025-12-22
2717,AAP,UP,1135588.19,2026-03-11
2718,Regional Party,UP,6653210.2,2025-11-05
2719,BJP,Maharashtra,2042601.22,2026-03-28
2720,INC,Bihar,913561.13,2026-03-30
2721,AAP,Maharashtra,7148593.45,2025-10-29
2722,AAP,Bihar,53549.64,2026-01-04
2723,INC,Maharashtra,2047237.74,2026-03-26
2724,INC,Maharashtra,5966070.58,2026-01-03
2725,BJP,UP,7419275.91,2025-11-07
2726,AAP,Maharashtra,6486046.31,2025-12-29
2727,INC,UP,-1000.0,2025-05-22
2728,AAP,Tamil Nadu,3848679.09,2025-06-19
2729,INC,Bihar,2211646.79,2025-05-30
2730,AAP,Tamil Nadu,3327446.92,2025-07-10
2731,AAP,UP,8595005.16,2026-01-20
2732,BJP,Tamil Nadu,4650913.37,2026-01-09
2733,INC,Bihar,6624778.47,2026-01-16
2734,AAP,Tamil Nadu,1129676.66,2025-04-22
2735,INC,UP,1107446.38,2025-09-29
2736,AAP,Maharashtra,2648895.96,2026-03-09
2737,AAP,UP,6631053.84,2025-04-18
2738,AAP,Bihar,1649954.07,2025-08-14
2739,BJP,UP,7525720.95,2026-03-06
2740,Regional Party,Tamil Nadu,7880027.1,2025-06-07
2741,BJP,Maharashtra,4144506.19,2026-01-15
2742,BJP,UP,392653.02,2025-10-21
2743,Regional Party,Tamil Nadu,6709783.21,2025-05-17
2744,AAP,Maharashtra,4914662.23,2026-03-14
2745,Regional Party,UP,3774900.98,2026-01-06
2746,BJP,Maharashtra,8775907.31,2025-04-30
2747,BJP,Bihar,3429994.14,2026-01-05
2748,BJP,Bihar,7021061.81,2026-01-28
2749,BJP,Bihar,7504575.62,2025-06-09
2750,AAP,UP,6187319.54,2026-01-24
2751,Regional Party,Bihar,7931032.16,2025-06-19
2752,BJP,Tamil Nadu,9743302.52,2026-03-06
2753,Regional Party,Maharashtra,1019814.76,2025-06-22
2754,BJP,Bihar,8666446.8,2025-05-24
2755,BJP,UP,1308702.46,2025-08-14
2756,INC,UP,301473.42,2026-02-01
2757,INC,Bihar,3370833.99,2025-07-10
2758,Regional Party,Maharashtra,7631254.54,2026-03-04
2759,INC,Tamil Nadu,5955519.45,2025-09-04
2760,INC,Tamil Nadu,5024342.73,2025-12-15
2761,BJP,UP,6295694.29,2025-09-04
2762,INC,Maharashtra,6910997.57,2025-05-21
2763,INC,Maharashtra,953480.35,2025-04-15
2764,INC,Maharashtra,1027109.49,2025-03-31
2765,AAP,Tamil Nadu,7303168.46,2026-01-25
2766,Regional Party,Maharashtra,7796252.19,2025-06-17
2767,AAP,UP,3139896.78,2025-05-11
2768,AAP,UP,5500984.1,2025-11-26
2769,AAP,Maharashtra,5734122.15,2026-03-30
2770,Regional Party,UP,1511191.61,2025-06-03
2771,AAP,Maharashtra,4116754.27,2025-08-27
2772,INC,Maharashtra,2661936.01,2025-05-13
2773,Regional Party,Tamil Nadu,1818147.44,2025-10-25
2774,INC,Tamil Nadu,3212276.32,2026-03-07
2775,BJP,Bihar,9703694.34,2026-01-28
2776,INC,Tamil Nadu,5152972.41,2025-05-03
2777,BJP,UP,1849531.35,2025-10-12
2778,Regional Party,Maharashtra,-1000.0,2025-11-15
2779,BJP,Bihar,8465278.64,2025-04-26
2780,Regional Party,Bihar,7141783.19,2025-09-14
2781,INC,Bihar,3700436.33,2026-02-20
2782,AAP,Maharashtra,395429.57,2026-01-22
2783,BJP,Bihar,7013934.65,2025-04-09
2784,Regional Party,UP,2704210.34,2026-03-06
2785,AAP,UP,6164392.74,2026-03-04
2786,BJP,Tamil Nadu,8131104.51,2025-06-30
2787,INC,Bihar,4074699.64,2025-07-28
2788,AAP,Bihar,6251213.23,2026-01-04
2789,BJP,Tamil Nadu,7741665.31,2025-07-08
2790,BJP,Maharashtra,6704694.25,2025-09-09
2791,INC,UP,9129444.85,2026-03-01
2792,INC,UP,44085.69,2026-03-01
2793,AAP,Bihar,7004650.52,2025-11-29
2794,INC,UP,7823572.53,2025-10-24
2795,Regional Party,UP,5977919.1,2025-08-18
2796,BJP,UP,1028608.34,2026-01-18
2797,Regional Party,Bihar,589131.25,2025-09-24
2798,Regional Party,Maharashtra,-1000.0,2026-03-04
2799,AAP,Maharashtra,5613018.64,2025-06-16
2800,INC,Maharashtra,3688157.84,2025-07-04
2801,BJP,Bihar,9938704.68,2025-05-21
2802,INC,UP,6618386.71,2025-07-05
2803,INC,Tamil Nadu,1888796.58,2025-12-09
2804,AAP,Maharashtra,9499216.95,2025-10-10
2805,Regional Party,Tamil Nadu,6747050.51,2025-10-02
2806,INC,Tamil Nadu,9494837.11,2026-01-08
2807,BJP,UP,5119161.95,2025-11-07
2808,Regional Party,Maharashtra,1654460.46,2025-11-15
2809,INC,Bihar,-1000.0,2025-09-10
2810,Regional Party,Bihar,8065404.92,2025-06-06
2811,Regional Party,Bihar,8889699.56,2025-11-02
2812,Regional Party,Maharashtra,2205674.97,2025-12-06
2813,BJP,Maharashtra,9386943.76,2026-03-28
2814,INC,Bihar,7313727.41,2026-01-15
2815,AAP,Bihar,9253993.78,2025-12-04
2816,AAP,UP,9367952.9,2026-01-11
2817,AAP,Maharashtra,7080274.84,2025-07-14
2818,Regional Party,Maharashtra,9766359.26,2026-02-18
2819,AAP,Tamil Nadu,6999980.05,2025-07-13
2820,Regional Party,Maharashtra,9295631.33,2025-04-16
2821,BJP,Tamil Nadu,6898442.88,2025-04-11
2822,INC,Tamil Nadu,4216365.01,2025-07-10
2823,BJP,Maharashtra,6149920.43,2025-09-08
2824,Regional Party,Tamil Nadu,3455131.43,2025-11-12
2825,BJP,UP,4228390.91,2026-02-14
2826,BJP,UP,3321568.23,2026-02-26
2827,BJP,Maharashtra,2008109.34,2025-08-25
2828,Regional Party,Maharashtra,6620053.24,2025-05-12
2829,INC,Tamil Nadu,9232136.97,2026-01-27
2830,Regional Party,Bihar,8548372.68,2025-05-07
2831,Regional Party,Tamil Nadu,6403643.04,2025-11-13
2832,INC,Bihar,1674319.87,2026-01-21
2833,AAP,Maharashtra,9876205.1,2026-02-11
2834,AAP,Tamil Nadu,5802476.08,2025-09-07
2835,BJP,UP,-1000.0,2025-09-05
2836,INC,Tamil Nadu,3218363.16,2026-01-03
2837,BJP,Tamil Nadu,8092170.86,2025-05-21
2838,AAP,Bihar,4109099.07,2025-11-30
2839,INC,Bihar,6726629.91,2025-11-11
2840,AAP,Bihar,3042560.75,2025-06-28
2841,INC,Bihar,5004574.66,2025-10-03
2842,AAP,Maharashtra,4076477.47,2026-01-12
2843,BJP,Bihar,1034406.13,2025-11-29
2844,INC,Maharashtra,117683.09,2025-11-30
2845,BJP,UP,3796260.77,2025-10-14
2846,BJP,Bihar,7437686.02,2026-03-25
2847,BJP,Bihar,9656877.28,2025-12-26
2848,Regional Party,Bihar,2658237.77,2025-10-31
2849,Regional Party,UP,5388215.47,2025-04-18
2850,AAP,Tamil Nadu,2939675.53,2026-03-01
2851,AAP,Bihar,7245987.57,2025-05-18
2852,AAP,Tamil Nadu,296148.17,2025-11-05
2853,INC,Maharashtra,4257488.09,2025-07-16
2854,Regional Party,Maharashtra,9359370.6,2025-08-28
2855,AAP,Bihar,4288788.75,2025-12-27
2856,AAP,Tamil Nadu,7774896.54,2025-09-08
2857,BJP,Bihar,397269.01,2025-12-11
2858,BJP,Tamil Nadu,5786219.87,2025-04-11
2859,AAP,Maharashtra,2711618.45,2025-08-11
2860,Regional Party,Maharashtra,9148181.69,2025-09-19
2861,BJP,Maharashtra,8692385.09,2025-11-20
2862,INC,Bihar,5152120.32,2025-10-05
2863,Regional Party,Maharashtra,589822.14,2026-01-28
2864,INC,UP,789167.79,2025-06-06
2865,BJP,Bihar,210563.77,2026-01-23
2866,INC,Tamil Nadu,7161585.32,2026-01-31
2867,BJP,Tamil Nadu,1768376.09,2026-01-26
2868,Regional Party,Maharashtra,8236126.52,2025-06-23
2869,BJP,Maharashtra,2649086.52,2025-09-18
2870,INC,UP,1853316.14,2025-05-08
2871,INC,Tamil Nadu,3401977.98,2025-08-19
2872,BJP,Bihar,3016687.69,2025-04-28
2873,AAP,UP,7424532.59,2025-12-27
2874,Regional Party,Tamil Nadu,2947073.63,2026-01-29
2875,BJP,Bihar,193951.23,2025-08-14
2876,INC,UP,7819072.63,2025-05-29
2877,Regional Party,Bihar,249599.29,2025-06-23
2878,INC,Bihar,3658441.52,2025-11-01
2879,BJP,UP,3733389.01,2026-03-05
2880,INC,Tamil Nadu,7012875.55,2025-05-15
2881,INC,Maharashtra,397596.29,2025-07-25
2882,AAP,UP,7874404.4,2026-01-10
2883,Regional Party,Bihar,2424131.29,2025-08-30
2884,INC,Tamil Nadu,2708552.96,2026-03-11
2885,BJP,Bihar,7596791.15,2025-08-11
2886,AAP,Bihar,8512111.15,2025-09-15
2887,Regional Party,Tamil Nadu,7046382.24,2025-04-24
2888,BJP,Maharashtra,9125995.92,2025-05-29
2889,INC,Maharashtra,6083487.95,2025-06-12
2890,INC,Tamil Nadu,3923656.34,2026-01-08
2891,BJP,Bihar,2151263.27,2025-07-05
2892,BJP,Bihar,3956775.54,2026-01-18
2893,Regional Party,Bihar,3489116.03,2026-01-13
2894,INC,UP,8301722.3,2026-03-14
2895,BJP,Maharashtra,8439249.64,2025-11-17
2896,INC,Tamil Nadu,1695698.14,2025-11-12
2897,BJP,UP,3989939.82,2025-06-09
2898,INC,UP,3592427.2,2025-10-18
2899,BJP,UP,4585327.08,2025-12-01
2900,BJP,Tamil Nadu,1743798.94,2026-01-29
2901,Regional Party,Tamil Nadu,4957807.24,2025-08-01
2902,BJP,Tamil Nadu,5922941.0,2025-10-14
2903,INC,UP,3008063.14,2026-03-20
2904,INC,Maharashtra,7831947.13,2025-05-26
2905,AAP,Bihar,3691562.3,2025-04-16
2906,Regional Party,Maharashtra,3263309.67,2025-09-22
2907,Regional Party,UP,2030543.99,2025-05-12
2908,Regional Party,Bihar,2289580.1,2026-01-11
2909,AAP,Tamil Nadu,9396426.04,2026-02-09
2910,BJP,Bihar,5546104.53,2025-05-20
2911,INC,Maharashtra,9951931.28,2025-07-09
2912,INC,Maharashtra,9914411.62,2026-02-02
2913,Regional Party,UP,4958916.17,2026-02-16
2914,BJP,Tamil Nadu,2055724.86,2025-11-20
2915,BJP,Bihar,6989395.9,2025-09-25
2916,INC,Bihar,8178215.74,2025-07-06
2917,BJP,Tamil Nadu,6661203.48,2025-05-07
2918,Regional Party,Bihar,6927103.57,2025-05-19
2919,Regional Party,Tamil Nadu,7450126.15,2026-01-09
2920,BJP,Tamil Nadu,1409177.15,2025-04-15
2921,INC,Bihar,8724852.7,2025-08-25
2922,Regional Party,Tamil Nadu,3955075.73,2026-01-04
2923,AAP,UP,9531532.58,2025-10-11
2924,AAP,Maharashtra,6517549.34,2025-09-28
2925,INC,Maharashtra,5173877.0,2025-09-25
2926,BJP,UP,6338192.85,2025-10-08
2927,Regional Party,Tamil Nadu,180812.53,2025-11-04
2928,BJP,UP,1548952.65,2025-08-14
2929,BJP,Tamil Nadu,4892832.5,2025-07-11
2930,BJP,Bihar,5829112.37,2026-01-19
2931,BJP,UP,4293494.78,2025-04-05
2932,Regional Party,Bihar,1331222.3,2025-06-28
2933,BJP,Tamil Nadu,3049832.84,2025-08-16
2934,INC,Maharashtra,5815988.98,2025-08-20
2935,Regional Party,Maharashtra,-1000.0,2025-09-08
2936,Regional Party,UP,4354357.55,2026-03-17
2937,BJP,UP,4390151.56,2025-04-14
2938,BJP,Bihar,4719518.79,2025-10-06
2939,Regional Party,Tamil Nadu,1005374.97,2025-12-09
2940,AAP,Maharashtra,155340.47,2026-01-19
2941,AAP,Maharashtra,7945200.8,2026-03-21
2942,AAP,Maharashtra,5362670.66,2025-12-21
2943,AAP,Bihar,1936090.7,2025-07-29
2944,INC,UP,5529858.63,2025-07-16
2945,INC,Tamil Nadu,6666398.9,2025-11-26
2946,AAP,Maharashtra,9492799.45,2026-01-08
2947,INC,UP,6024915.01,2025-06-20
2948,Regional Party,UP,9123765.41,2026-03-15
2949,BJP,Maharashtra,747004.05,2025-07-27
2950,AAP,Bihar,4725744.31,2025-04-12
2951,AAP,Tamil Nadu,1101505.51,2025-08-17
2952,BJP,UP,6602086.88,2025-04-30
2953,AAP,Tamil Nadu,9606649.23,2026-02-06
2954,INC,Maharashtra,1366405.31,2025-04-07
2955,BJP,UP,6198889.31,2025-10-08
2956,INC,Bihar,4973421.61,2025-11-13
2957,Regional Party,Bihar,7327984.59,2026-01-02
2958,INC,Tamil Nadu,5500104.71,2026-03-24
2959,BJP,UP,2903652.15,2025-10-23
2960,BJP,Tamil Nadu,4062576.91,2025-08-18
2961,Regional Party,UP,5763944.33,2025-06-22
2962,AAP,Bihar,1934779.18,2025-12-04
2963,INC,Bihar,9143724.76,2025-12-30
2964,INC,Bihar,1255123.92,2025-05-11
2965,INC,Tamil Nadu,1989943.84,2025-09-22
2966,BJP,UP,3174289.15,2025-10-23
2967,BJP,Maharashtra,5961119.85,2025-10-10
2968,Regional Party,UP,2893735.29,2026-01-27
2969,Regional Party,Tamil Nadu,8751546.66,2026-02-17
2970,INC,Tamil Nadu,4670673.77,2026-03-23
2971,Regional Party,Bihar,2502083.49,2025-05-05
2972,Regional Party,Maharashtra,6060819.87,2025-11-29
2973,AAP,Tamil Nadu,4285189.25,2025-06-06
2974,INC,Bihar,7288050.82,2026-02-13
2975,BJP,Maharashtra,1241574.95,2025-12-20
2976,AAP,Maharashtra,3329395.23,2025-12-06
2977,BJP,Maharashtra,7144782.76,2025-10-05
2978,AAP,Tamil Nadu,8113540.01,2026-02-11
2979,INC,UP,9583145.56,2025-11-28
2980,Regional Party,UP,8594548.17,2025-08-02
2981,INC,Maharashtra,5234989.3,2026-01-03
2982,Regional Party,Tamil Nadu,2561371.27,2026-03-29
2983,BJP,Tamil Nadu,3828839.19,2026-01-14
2984,AAP,Tamil Nadu,7953017.46,2025-06-14
2985,INC,Tamil Nadu,4115354.34,2025-04-23
2986,INC,Bihar,9255963.44,2025-11-28
2987,AAP,Maharashtra,1991711.3,2025-10-10
2988,AAP,UP,-1000.0,2025-05-06
2989,BJP,Bihar,4053083.56,2025-08-21
2990,BJP,Maharashtra,4311389.4,2026-01-10
2991,INC,Maharashtra,183163.58,2025-06-26
2992,Regional Party,UP,6602128.37,2025-08-30
2993,BJP,Tamil Nadu,9188763.43,2025-12-12
2994,INC,UP,1706987.7,2025-12-19
2995,Regional Party,UP,4344156.8,2025-09-02
2996,BJP,Bihar,2908049.93,2025-05-18
2997,BJP,Tamil Nadu,592456.78,2026-02-16
2998,AAP,Tamil Nadu,5405825.08,2025-11-21
2999,INC,UP,5246240.83,2025-12-08
3000,BJP,Bihar,5821217.07,2025-06-08
3001,Regional Party,Maharashtra,2312964.02,2025-04-21
3002,Regional Party,UP,3150189.84,2025-10-15
3003,INC,Maharashtra,9070211.36,2026-02-24
3004,BJP,Maharashtra,9610886.18,2026-03-24
3005,INC,Tamil Nadu,3454932.13,2025-09-14
3006,INC,UP,9597276.89,2026-02-02
3007,INC,UP,3715318.0,2025-11-05
3008,Regional Party,UP,9472993.58,2025-12-17
3009,AAP,Bihar,6794232.71,2025-07-29
3010,INC,Maharashtra,675463.8,2025-10-04
3011,Regional Party,Tamil Nadu,8025066.6,2025-08-28
3012,BJP,Bihar,8123326.03,2025-11-07
3013,Regional Party,Tamil Nadu,3670115.88,2025-11-16
3014,INC,Maharashtra,101007.98,2025-09-13
3015,INC,Tamil Nadu,3001959.44,2025-08-08
3016,BJP,Tamil Nadu,7161274.67,2025-04-28
3017,Regional Party,Maharashtra,9311700.44,2025-09-17
3018,INC,Bihar,296816.36,2025-08-30
3019,Regional Party,Bihar,6175945.8,2025-11-28
3020,INC,Bihar,6342674.6,2025-06-28
3021,INC,UP,4312375.24,2025-11-03
3022,BJP,Tamil Nadu,3926138.83,2026-02-25
3023,Regional Party,UP,9858559.22,2025-09-22
3024,Regional Party,UP,240970.96,2026-03-07
3025,INC,Bihar,7274602.95,2025-11-03
3026,Regional Party,UP,4845757.64,2025-05-28
3027,Regional Party,Tamil Nadu,3610747.95,2025-11-05
3028,AAP,Bihar,3388968.57,2025-09-24
3029,INC,Maharashtra,1772641.44,2025-04-18
3030,BJP,Tamil Nadu,913381.1,2025-06-26
3031,INC,Bihar,2294765.37,2025-04-28
3032,Regional Party,UP,1515352.08,2025-09-09
3033,INC,UP,-1000.0,2025-05-20
3034,BJP,Tamil Nadu,5194335.27,2025-12-13
3035,AAP,Maharashtra,7237993.95,2025-07-13
3036,Regional Party,Maharashtra,2487326.12,2025-04-16
3037,AAP,Bihar,9472881.26,2025-11-19
3038,Regional Party,UP,3808120.99,2025-08-04
3039,AAP,Tamil Nadu,1932711.64,2025-07-18
3040,BJP,UP,1936397.1,2025-09-06
3041,Regional Party,Tamil Nadu,8582091.95,2025-11-26
3042,AAP,Tamil Nadu,6003701.89,2025-11-15
3043,BJP,Bihar,751810.65,2025-10-08
3044,AAP,Bihar,8670665.75,2025-09-12
3045,Regional Party,UP,6226595.2,2025-06-27
3046,AAP,Bihar,7899156.51,2025-06-12
3047,Regional Party,Maharashtra,9289545.33,2025-05-26
3048,AAP,Tamil Nadu,9354974.51,2025-07-28
3049,AAP,Maharashtra,2418146.64,2025-07-22
3050,Regional Party,Bihar,2212156.79,2025-11-02
3051,INC,UP,3218280.85,2025-09-14
3052,INC,Bihar,33161.85,2025-11-16
3053,AAP,Maharashtra,6523847.84,2025-07-01
3054,AAP,UP,7448757.31,2025-07-10
3055,Regional Party,Bihar,8404530.55,2025-12-04
3056,BJP,Tamil Nadu,5086174.24,2025-07-22
3057,INC,UP,6261705.4,2025-10-09
3058,Regional Party,Tamil Nadu,4788593.36,2026-01-10
3059,BJP,Maharashtra,7917465.73,2026-03-13
3060,INC,UP,2317388.77,2025-10-31
3061,INC,Tamil Nadu,9329044.19,2025-09-19
3062,INC,Tamil Nadu,7977723.52,2025-06-30
3063,BJP,Maharashtra,6899808.71,2026-01-26
3064,INC,Maharashtra,3364573.24,2026-03-18
3065,BJP,Bihar,9295051.02,2026-03-07
3066,AAP,Bihar,7353689.85,2025-09-14
3067,AAP,Bihar,8672772.55,2025-08-07
3068,INC,Bihar,4434891.61,2025-11-27
3069,AAP,UP,6689294.99,2025-08-14
3070,INC,UP,7539408.77,2025-06-09
3071,BJP,UP,8958701.92,2026-02-15
3072,Regional Party,UP,9096045.28,2026-01-02
3073,INC,UP,4627882.0,2025-08-31
3074,INC,Tamil Nadu,5256231.54,2025-06-20
3075,Regional Party,Bihar,314124.07,2025-07-25
3076,INC,Tamil Nadu,3842810.13,2026-03-09
3077,Regional Party,Tamil Nadu,9393648.26,2025-05-21
3078,INC,UP,2701867.36,2025-12-10
3079,INC,UP,5405447.15,2025-06-09
3080,Regional Party,UP,9278132.1,2025-05-16
3081,Regional Party,UP,8874750.88,2025-05-12
3082,BJP,Bihar,250114.62,2025-11-06
3083,INC,Bihar,3926333.83,2025-10-13
3084,BJP,Bihar,5135176.15,2025-10-14
3085,INC,UP,7247409.98,2026-02-20
3086,BJP,Maharashtra,1160257.59,2025-12-28
3087,INC,Tamil Nadu,7989874.26,2026-01-30
3088,AAP,UP,4853357.88,2025-07-14
3089,BJP,UP,8579247.83,2026-02-28
3090,AAP,UP,245653.43,2025-08-10
3091,Regional Party,Maharashtra,9421032.78,2025-06-16
3092,INC,Maharashtra,3984231.21,2025-09-27
3093,BJP,Tamil Nadu,8000174.75,2025-08-27
3094,BJP,Maharashtra,5380078.16,2025-05-14
3095,Regional Party,Bihar,4519786.1,2025-11-17
3096,INC,UP,7242832.44,2026-03-01
3097,BJP,Maharashtra,6866897.65,2025-04-23
3098,AAP,Bihar,6453340.25,2025-10-09
3099,BJP,UP,6552660.38,2025-05-23
3100,Regional Party,Tamil Nadu,6569269.16,2025-10-22
3101,Regional Party,UP,9489963.57,2025-11-28
3102,AAP,Bihar,6095249.15,2025-03-30
3103,Regional Party,Maharashtra,8473142.55,2025-06-18
3104,AAP,Tamil Nadu,1738023.05,2025-11-06
3105,Regional Party,Bihar,846145.96,2025-08-10
3106,INC,Maharashtra,6496618.0,2025-04-08
3107,INC,Maharashtra,1090234.69,2025-03-30
3108,INC,UP,3826490.99,2025-11-20
3109,INC,Tamil Nadu,2388973.04,2026-03-09
3110,BJP,Bihar,5499497.47,2026-01-21
3111,AAP,Tamil Nadu,3414413.44,2025-06-13
3112,Regional Party,UP,5169883.19,2025-09-12
3113,AAP,UP,5449937.62,2025-10-07
3114,BJP,Tamil Nadu,2908270.33,2025-12-19
3115,AAP,Maharashtra,7068270.82,2025-07-01
3116,AAP,Bihar,2395751.38,2025-12-22
3117,Regional Party,Maharashtra,4012479.67,2025-12-17
3118,Regional Party,Maharashtra,6552845.28,2025-10-13
3119,INC,UP,2155143.94,2025-07-04
3120,AAP,Bihar,158749.64,2025-11-21
3121,AAP,Maharashtra,5663317.28,2026-01-03
3122,AAP,Tamil Nadu,162498.95,2025-10-22
3123,AAP,UP,2214145.32,2025-04-14
3124,INC,Tamil Nadu,-1000.0,2026-02-26
3125,INC,Bihar,8349752.82,2025-11-21
3126,BJP,UP,4476800.5,2026-02-09
3127,Regional Party,Tamil Nadu,2088575.58,2025-10-16
3128,Regional Party,UP,3161781.07,2026-03-26
3129,Regional Party,UP,2248244.4,2025-09-21
3130,Regional Party,UP,4860552.62,2025-10-02
3131,BJP,UP,3453836.92,2025-08-20
3132,INC,Bihar,7219429.46,2025-11-30
3133,AAP,UP,1176257.12,2025-12-29
3134,AAP,Bihar,7866145.87,2025-08-21
3135,AAP,UP,6046812.75,2025-09-06
3136,INC,UP,7003043.48,2025-05-10
3137,INC,Bihar,6302799.55,2025-11-23
3138,Regional Party,Tamil Nadu,6185400.07,2026-01-26
3139,Regional Party,Maharashtra,5551841.4,2026-02-24
3140,AAP,Maharashtra,2808878.43,2026-03-23
3141,AAP,Bihar,1408059.54,2025-12-28
3142,BJP,UP,4604522.26,2025-10-28
3143,Regional Party,Maharashtra,7887087.52,2025-06-10
3144,Regional Party,UP,6710211.21,2025-11-24
3145,BJP,Tamil Nadu,6974825.84,2026-01-05
3146,INC,Bihar,9306465.24,2025-06-06
3147,BJP,UP,9707398.69,2025-11-23
3148,BJP,Tamil Nadu,5291154.93,2025-04-13
3149,Regional Party,Bihar,8391954.14,2025-09-15
3150,INC,Bihar,4594931.7,2025-04-07
3151,Regional Party,Tamil Nadu,7380395.11,2025-08-27
3152,AAP,Bihar,8079094.02,2026-03-25
3153,INC,UP,-1000.0,2026-01-26
